,Date,Region,Community,Turbidity(NTU),Ecoli_Count(CFU/100ml),Nitrate(mg/L),pH,Cholera_Cases,Typhoid_Cases,Diarrhea_Cases,Total_Waterborne_Cases,Risk_Level,Year,Month,Quarter,Time_Since_Start,Season
209,2021-01-01,Urban Slum,Makoko,6.8,115,24.08,6.67,7.0,5.0,9.0,21.0,High,2021,1,1,731,Dry
210,2021-05-01,Urban Slum,Makoko,5.71,118,15.11,7.22,7.0,4.0,3.0,14.0,High,2021,5,2,851,Rainy
211,2021-08-01,Urban Slum,Makoko,5.64,100,12.82,6.41,8.0,3.0,6.0,17.0,High,2021,8,3,943,Rainy
212,2021-12-01,Urban Slum,Makoko,6.29,83,9.91,6.84,6.0,2.0,4.0,12.0,High,2021,12,4,1065,Dry
213,2021-01-15,Urban Slum,Makoko,5.22,94,19.4,7.02,6.0,2.0,1.0,9.0,Medium,2021,1,1,745,Dry
214,2021-01-19,Urban Slum,Makoko,4.84,90,17.13,7.13,5.0,6.0,5.0,16.0,High,2021,1,1,749,Dry
215,2021-01-22,Urban Slum,Makoko,6.0,88,25.01,6.65,0.0,2.0,2.0,4.0,Low,2021,1,1,752,Dry
216,2021-01-26,Urban Slum,Makoko,4.01,66,24.6,6.71,3.0,1.0,2.0,6.0,Medium,2021,1,1,756,Dry
217,2021-01-29,Urban Slum,Makoko,5.7,88,21.58,6.53,3.0,2.0,5.0,10.0,High,2021,1,1,759,Dry
218,2021-02-02,Urban Slum,Makoko,7.35,101,16.8,6.53,6.0,5.0,4.0,15.0,High,2021,2,1,763,Dry
219,2021-05-02,Urban Slum,Makoko,4.8,108,22.79,6.76,6.0,2.0,7.0,15.0,High,2021,5,2,852,Rainy
220,2021-09-02,Urban Slum,Makoko,2.9,126,21.49,6.47,5.0,5.0,5.0,15.0,High,2021,9,3,975,Rainy
221,2021-12-02,Urban Slum,Makoko,3.34,122,20.71,6.63,4.0,2.0,4.0,10.0,High,2021,12,4,1066,Dry
222,2021-02-16,Urban Slum,Makoko,5.48,133,20.7,7.1,9.0,3.0,9.0,21.0,High,2021,2,1,777,Dry
223,2021-02-19,Urban Slum,Makoko,5.21,116,23.46,6.97,11.0,6.0,6.0,23.0,High,2021,2,1,780,Dry
224,2021-02-23,Urban Slum,Makoko,4.87,110,24.75,6.78,5.0,0.0,4.0,9.0,Medium,2021,2,1,784,Dry
225,2021-02-26,Urban Slum,Makoko,3.23,103,23.36,7.26,8.0,4.0,6.0,18.0,High,2021,2,1,787,Dry
226,2021-02-03,Urban Slum,Makoko,3.19,94,21.57,7.35,3.0,6.0,3.0,12.0,High,2021,2,1,764,Dry
227,2021-05-03,Urban Slum,Makoko,4.09,107,21.56,6.23,10.0,5.0,4.0,19.0,High,2021,5,2,853,Rainy
228,2021-09-03,Urban Slum,Makoko,7.89,84,11.55,6.66,7.0,3.0,5.0,15.0,High,2021,9,3,976,Rainy
229,2021-12-03,Urban Slum,Makoko,2.95,111,6.48,6.61,3.0,3.0,2.0,8.0,Medium,2021,12,4,1067,Dry
230,2021-03-16,Urban Slum,Makoko,6.77,95,17.4,6.33,4.0,2.0,7.0,13.0,High,2021,3,1,805,Dry
232,2021-03-23,Urban Slum,Makoko,5.69,103,14.9,6.86,9.0,5.0,3.0,17.0,High,2021,3,1,812,Dry
234,2021-03-30,Urban Slum,Makoko,6.29,101,25.7,6.68,9.0,5.0,7.0,21.0,High,2021,3,1,819,Dry
235,2021-02-04,Urban Slum,Makoko,4.56,127,19.0,6.87,9.0,3.0,4.0,16.0,High,2021,2,1,765,Dry
236,2021-06-04,Urban Slum,Makoko,7.53,120,28.49,6.6,5.0,9.0,7.0,21.0,High,2021,6,2,885,Rainy
237,2021-09-04,Urban Slum,Makoko,1.7,126,18.75,6.9,8.0,2.0,4.0,14.0,High,2021,9,3,977,Rainy
238,2021-04-13,Urban Slum,Makoko,4.74,109,19.95,6.89,6.0,3.0,2.0,11.0,High,2021,4,2,833,Rainy
239,2021-04-16,Urban Slum,Makoko,8.52,85,17.92,6.78,4.0,5.0,7.0,16.0,High,2021,4,2,836,Rainy
240,2021-04-20,Urban Slum,Makoko,2.53,112,16.62,6.33,4.0,3.0,5.0,12.0,High,2021,4,2,840,Rainy
241,2021-04-23,Urban Slum,Makoko,5.07,111,29.28,6.66,10.0,6.0,6.0,22.0,High,2021,4,2,843,Rainy
242,2021-04-27,Urban Slum,Makoko,5.53,127,25.37,6.64,4.0,6.0,7.0,17.0,High,2021,4,2,847,Rainy
243,2021-04-30,Urban Slum,Makoko,4.43,110,16.25,6.43,8.0,1.0,4.0,13.0,High,2021,4,2,850,Rainy
244,2021-04-05,Urban Slum,Makoko,3.02,57,21.45,6.81,4.0,1.0,4.0,9.0,Medium,2021,4,2,825,Rainy
245,2021-07-05,Urban Slum,Makoko,4.79,124,17.79,6.7,6.0,2.0,8.0,16.0,High,2021,7,3,916,Rainy
246,2021-11-05,Urban Slum,Makoko,4.7,90,20.22,6.28,6.0,1.0,6.0,13.0,High,2021,11,4,1039,Dry
247,2021-05-14,Urban Slum,Makoko,7.55,91,23.41,6.45,7.0,5.0,3.0,15.0,High,2021,5,2,864,Rainy
248,2021-05-18,Urban Slum,Makoko,1.95,100,18.75,6.3,7.0,3.0,3.0,13.0,High,2021,5,2,868,Rainy
249,2021-05-21,Urban Slum,Makoko,3.99,104,11.29,6.64,5.0,4.0,5.0,14.0,High,2021,5,2,871,Rainy
250,2021-05-25,Urban Slum,Makoko,4.39,87,22.88,6.76,7.0,4.0,7.0,18.0,High,2021,5,2,875,Rainy
251,2021-05-28,Urban Slum,Makoko,3.68,106,19.37,7.05,5.0,5.0,4.0,14.0,High,2021,5,2,878,Rainy
252,2021-01-06,Urban Slum,Makoko,6.69,125,15.04,7.08,6.0,3.0,7.0,16.0,High,2021,1,1,736,Dry
253,2021-04-06,Urban Slum,Makoko,5.83,113,10.32,6.57,5.0,1.0,3.0,9.0,Medium,2021,4,2,826,Rainy
254,2021-08-06,Urban Slum,Makoko,6.9,105,14.21,6.4,5.0,4.0,6.0,15.0,High,2021,8,3,948,Rainy
255,2021-11-06,Urban Slum,Makoko,5.48,125,26.47,6.96,9.0,3.0,5.0,17.0,High,2021,11,4,1040,Dry
256,2021-06-15,Urban Slum,Makoko,6.32,100,21.98,6.51,6.0,4.0,5.0,15.0,High,2021,6,2,896,Rainy
257,2021-06-18,Urban Slum,Makoko,6.04,105,23.29,6.78,4.0,1.0,4.0,9.0,Medium,2021,6,2,899,Rainy
258,2021-06-22,Urban Slum,Makoko,4.27,121,22.48,7.42,7.0,8.0,7.0,22.0,High,2021,6,2,903,Rainy
259,2021-06-25,Urban Slum,Makoko,6.6,84,20.66,6.77,3.0,5.0,4.0,12.0,High,2021,6,2,906,Rainy
260,2021-06-29,Urban Slum,Makoko,3.39,134,15.52,6.87,6.0,8.0,4.0,18.0,High,2021,6,2,910,Rainy
261,2021-02-07,Urban Slum,Makoko,4.62,86,20.14,6.83,5.0,1.0,7.0,13.0,High,2021,2,1,768,Dry
262,2021-06-07,Urban Slum,Makoko,7.05,72,19.02,6.62,10.0,2.0,0.0,12.0,High,2021,6,2,888,Rainy
263,2021-09-07,Urban Slum,Makoko,4.48,109,23.43,6.55,8.0,0.0,2.0,10.0,High,2021,9,3,980,Rainy
264,2021-07-13,Urban Slum,Makoko,4.64,100,28.27,6.62,6.0,6.0,6.0,18.0,High,2021,7,3,924,Rainy
265,2021-07-16,Urban Slum,Makoko,6.22,102,18.87,7.22,7.0,4.0,5.0,16.0,High,2021,7,3,927,Rainy
266,2021-07-20,Urban Slum,Makoko,4.51,76,20.99,6.92,5.0,2.0,3.0,10.0,High,2021,7,3,931,Rainy
267,2021-07-23,Urban Slum,Makoko,6.04,122,24.31,6.88,7.0,3.0,4.0,14.0,High,2021,7,3,934,Rainy
268,2021-07-27,Urban Slum,Makoko,4.56,105,22.17,6.65,4.0,9.0,8.0,21.0,High,2021,7,3,938,Rainy
269,2021-07-30,Urban Slum,Makoko,5.19,76,29.37,7.09,2.0,1.0,4.0,7.0,Medium,2021,7,3,941,Rainy
270,2021-03-08,Urban Slum,Makoko,1.95,142,16.05,6.8,9.0,4.0,9.0,22.0,High,2021,3,1,797,Dry
271,2021-06-08,Urban Slum,Makoko,6.66,94,18.82,6.68,5.0,3.0,5.0,13.0,High,2021,6,2,889,Rainy
272,2021-10-08,Urban Slum,Makoko,3.23,94,25.15,7.04,7.0,6.0,5.0,18.0,High,2021,10,4,1011,Rainy
273,2021-08-13,Urban Slum,Makoko,3.9,93,15.58,6.64,3.0,5.0,4.0,12.0,High,2021,8,3,955,Rainy
274,2021-08-17,Urban Slum,Makoko,7.14,91,23.78,6.23,4.0,5.0,2.0,11.0,High,2021,8,3,959,Rainy
275,2021-08-20,Urban Slum,Makoko,4.91,104,20.42,7.04,6.0,1.0,6.0,13.0,High,2021,8,3,962,Rainy
276,2021-08-24,Urban Slum,Makoko,7.03,86,15.97,6.82,1.0,5.0,4.0,10.0,High,2021,8,3,966,Rainy
277,2021-08-27,Urban Slum,Makoko,8.51,95,20.55,6.99,3.0,1.0,4.0,8.0,Medium,2021,8,3,969,Rainy
278,2021-08-31,Urban Slum,Makoko,3.97,72,19.62,6.29,3.0,0.0,2.0,5.0,Medium,2021,8,3,973,Rainy
279,2021-03-09,Urban Slum,Makoko,9.62,127,13.78,6.87,6.0,4.0,9.0,19.0,High,2021,3,1,798,Dry
280,2021-07-09,Urban Slum,Makoko,3.84,132,21.14,6.99,5.0,3.0,5.0,13.0,High,2021,7,3,920,Rainy
281,2021-10-09,Urban Slum,Makoko,5.97,118,17.52,6.45,8.0,8.0,7.0,23.0,High,2021,10,4,1012,Rainy
282,2021-09-14,Urban Slum,Makoko,3.06,97,25.48,6.14,6.0,4.0,4.0,14.0,High,2021,9,3,987,Rainy
283,2021-09-17,Urban Slum,Makoko,8.31,123,13.7,7.04,12.0,6.0,7.0,25.0,High,2021,9,3,990,Rainy
284,2021-09-21,Urban Slum,Makoko,1.89,80,22.2,6.13,5.0,4.0,4.0,13.0,High,2021,9,3,994,Rainy
285,2021-09-24,Urban Slum,Makoko,3.68,51,21.56,7.33,3.0,1.0,1.0,5.0,Medium,2021,9,3,997,Rainy
286,2021-09-28,Urban Slum,Makoko,7.02,125,18.44,7.17,5.0,2.0,8.0,15.0,High,2021,9,3,1001,Rainy
287,2021-01-10,Urban Slum,Makoko,1.29,66,10.87,7.11,4.0,3.0,6.0,13.0,High,2021,1,1,740,Dry
288,2021-05-10,Urban Slum,Makoko,4.61,67,24.58,7.42,3.0,4.0,6.0,13.0,High,2021,5,2,860,Rainy
289,2021-08-10,Urban Slum,Makoko,4.51,114,20.65,6.2,5.0,7.0,5.0,17.0,High,2021,8,3,952,Rainy
290,2021-12-10,Urban Slum,Makoko,7.38,113,27.72,6.83,5.0,1.0,5.0,11.0,High,2021,12,4,1074,Dry
291,2021-10-15,Urban Slum,Makoko,6.81,103,23.13,6.72,4.0,5.0,10.0,19.0,High,2021,10,4,1018,Rainy
292,2021-10-19,Urban Slum,Makoko,5.11,79,21.23,6.5,2.0,3.0,5.0,10.0,High,2021,10,4,1022,Rainy
293,2021-10-22,Urban Slum,Makoko,4.61,98,23.45,6.59,3.0,5.0,5.0,13.0,High,2021,10,4,1025,Rainy
294,2021-10-26,Urban Slum,Makoko,5.72,114,16.54,6.6,4.0,6.0,5.0,15.0,High,2021,10,4,1029,Rainy
295,2021-10-29,Urban Slum,Makoko,5.78,89,15.65,6.8,5.0,1.0,3.0,9.0,Medium,2021,10,4,1032,Rainy
296,2021-02-11,Urban Slum,Makoko,3.85,77,21.55,6.42,4.0,2.0,2.0,8.0,Medium,2021,2,1,772,Dry
297,2021-05-11,Urban Slum,Makoko,5.69,104,16.06,6.38,8.0,3.0,5.0,16.0,High,2021,5,2,861,Rainy
298,2021-09-11,Urban Slum,Makoko,5.22,115,31.91,7.05,7.0,3.0,4.0,14.0,High,2021,9,3,984,Rainy
299,2021-12-11,Urban Slum,Makoko,4.14,106,17.97,6.04,8.0,6.0,9.0,23.0,High,2021,12,4,1075,Dry
300,2021-11-16,Urban Slum,Makoko,4.4,116,17.27,6.6,5.0,6.0,4.0,15.0,High,2021,11,4,1050,Dry
301,2021-11-19,Urban Slum,Makoko,5.54,119,21.8,6.32,6.0,3.0,9.0,18.0,High,2021,11,4,1053,Dry
302,2021-11-23,Urban Slum,Makoko,7.36,109,12.52,6.52,11.0,2.0,5.0,18.0,High,2021,11,4,1057,Dry
303,2021-11-26,Urban Slum,Makoko,4.61,86,19.1,7.21,6.0,2.0,6.0,14.0,High,2021,11,4,1060,Dry
304,2021-11-30,Urban Slum,Makoko,5.71,65,17.31,6.72,0.0,4.0,2.0,6.0,Medium,2021,11,4,1064,Dry
305,2021-03-12,Urban Slum,Makoko,6.37,86,22.18,6.71,4.0,5.0,8.0,17.0,High,2021,3,1,801,Dry
306,2021-07-12,Urban Slum,Makoko,6.91,103,15.85,6.32,5.0,2.0,6.0,13.0,High,2021,7,3,923,Rainy
307,2021-10-12,Urban Slum,Makoko,6.61,85,19.44,7.23,9.0,2.0,4.0,15.0,High,2021,10,4,1015,Rainy
308,2021-12-14,Urban Slum,Makoko,4.4,79,14.61,6.91,4.0,3.0,2.0,9.0,Medium,2021,12,4,1078,Dry
309,2021-12-17,Urban Slum,Makoko,6.64,70,22.28,6.72,4.0,3.0,4.0,11.0,High,2021,12,4,1081,Dry
310,2021-12-21,Urban Slum,Makoko,6.36,91,13.33,6.71,5.0,4.0,6.0,15.0,High,2021,12,4,1085,Dry
311,2021-12-24,Urban Slum,Makoko,2.81,91,13.43,7.04,4.0,3.0,4.0,11.0,High,2021,12,4,1088,Dry
312,2021-12-28,Urban Slum,Makoko,6.02,97,30.0,7.14,5.0,2.0,8.0,15.0,High,2021,12,4,1092,Dry
313,2021-12-31,Urban Slum,Makoko,5.13,88,17.34,6.92,2.0,3.0,9.0,14.0,High,2021,12,4,1095,Dry
314,2022-04-01,Urban Slum,Makoko,3.93,92,17.94,7.11,4.0,6.0,6.0,16.0,High,2022,4,2,1186,Rainy
315,2022-07-01,Urban Slum,Makoko,3.17,97,16.07,6.56,7.0,4.0,1.0,12.0,High,2022,7,3,1277,Rainy
316,2022-11-01,Urban Slum,Makoko,3.88,86,23.77,6.62,4.0,1.0,7.0,12.0,High,2022,11,4,1400,Dry
317,2022-01-14,Urban Slum,Makoko,4.96,102,22.2,6.52,8.0,4.0,2.0,14.0,High,2022,1,1,1109,Dry
318,2022-01-18,Urban Slum,Makoko,4.9,70,20.38,7.11,5.0,6.0,1.0,12.0,High,2022,1,1,1113,Dry
319,2022-01-21,Urban Slum,Makoko,3.17,99,17.61,6.46,4.0,6.0,2.0,12.0,High,2022,1,1,1116,Dry
320,2022-01-25,Urban Slum,Makoko,6.78,130,17.23,6.72,7.0,2.0,5.0,14.0,High,2022,1,1,1120,Dry
321,2022-01-28,Urban Slum,Makoko,5.73,93,28.1,6.61,6.0,4.0,4.0,14.0,High,2022,1,1,1123,Dry
322,2022-01-02,Urban Slum,Makoko,5.59,96,18.4,6.27,7.0,3.0,7.0,17.0,High,2022,1,1,1097,Dry
323,2022-04-02,Urban Slum,Makoko,6.18,88,5.83,7.21,7.0,3.0,5.0,15.0,High,2022,4,2,1187,Rainy
324,2022-08-02,Urban Slum,Makoko,5.01,70,17.56,6.37,7.0,3.0,6.0,16.0,High,2022,8,3,1309,Rainy
325,2022-11-02,Urban Slum,Makoko,5.08,77,17.12,6.58,5.0,2.0,6.0,13.0,High,2022,11,4,1401,Dry
326,2022-02-15,Urban Slum,Makoko,5.94,93,19.19,6.79,4.0,6.0,2.0,12.0,High,2022,2,1,1141,Dry
327,2022-02-18,Urban Slum,Makoko,6.29,107,21.97,6.67,7.0,3.0,1.0,11.0,High,2022,2,1,1144,Dry
328,2022-02-22,Urban Slum,Makoko,4.33,75,8.96,6.73,3.0,3.0,3.0,9.0,Medium,2022,2,1,1148,Dry
329,2022-02-25,Urban Slum,Makoko,5.51,80,20.1,6.36,6.0,3.0,3.0,12.0,High,2022,2,1,1151,Dry
330,2022-01-03,Urban Slum,Makoko,2.52,89,24.83,6.6,3.0,1.0,3.0,7.0,Medium,2022,1,1,1098,Dry
331,2022-04-03,Urban Slum,Makoko,2.66,156,18.05,6.86,9.0,2.0,10.0,21.0,High,2022,4,2,1188,Rainy
332,2022-08-03,Urban Slum,Makoko,4.74,108,19.98,6.62,10.0,4.0,5.0,19.0,High,2022,8,3,1310,Rainy
333,2022-11-03,Urban Slum,Makoko,5.08,83,27.79,6.29,4.0,2.0,4.0,10.0,High,2022,11,4,1402,Dry
334,2022-03-15,Urban Slum,Makoko,5.24,127,18.82,6.76,7.0,4.0,7.0,18.0,High,2022,3,1,1169,Dry
335,2022-03-18,Urban Slum,Makoko,3.66,112,15.47,7.27,5.0,3.0,1.0,9.0,Medium,2022,3,1,1172,Dry
336,2022-03-22,Urban Slum,Makoko,4.76,104,16.25,6.52,3.0,4.0,4.0,11.0,High,2022,3,1,1176,Dry
337,2022-03-25,Urban Slum,Makoko,6.47,105,13.05,6.66,8.0,3.0,5.0,16.0,High,2022,3,1,1179,Dry
338,2022-03-29,Urban Slum,Makoko,4.77,121,15.53,6.68,9.0,3.0,6.0,18.0,High,2022,3,1,1183,Dry
339,2022-01-04,Urban Slum,Makoko,5.24,78,19.42,6.98,5.0,3.0,2.0,10.0,High,2022,1,1,1099,Dry
340,2022-05-04,Urban Slum,Makoko,5.15,53,28.37,6.93,5.0,0.0,1.0,6.0,Medium,2022,5,2,1219,Rainy
341,2022-08-04,Urban Slum,Makoko,6.86,100,24.86,7.0,4.0,3.0,9.0,16.0,High,2022,8,3,1311,Rainy
342,2022-12-04,Urban Slum,Makoko,5.05,72,26.84,6.84,7.0,1.0,3.0,11.0,High,2022,12,4,1433,Dry
343,2022-04-15,Urban Slum,Makoko,7.48,112,21.2,6.95,2.0,4.0,6.0,12.0,High,2022,4,2,1200,Rainy
344,2022-04-19,Urban Slum,Makoko,6.41,75,21.53,6.43,6.0,2.0,3.0,11.0,High,2022,4,2,1204,Rainy
345,2022-04-22,Urban Slum,Makoko,6.65,96,14.11,6.87,12.0,2.0,2.0,16.0,High,2022,4,2,1207,Rainy
346,2022-04-26,Urban Slum,Makoko,2.55,91,22.51,6.53,4.0,1.0,7.0,12.0,High,2022,4,2,1211,Rainy
347,2022-04-29,Urban Slum,Makoko,6.94,111,8.8,6.8,13.0,3.0,5.0,21.0,High,2022,4,2,1214,Rainy
348,2022-03-05,Urban Slum,Makoko,4.49,110,23.31,6.84,9.0,1.0,4.0,14.0,High,2022,3,1,1159,Dry
349,2022-06-05,Urban Slum,Makoko,4.53,69,21.32,6.79,2.0,3.0,4.0,9.0,Medium,2022,6,2,1251,Rainy
350,2022-10-05,Urban Slum,Makoko,5.35,85,17.06,6.87,6.0,3.0,3.0,12.0,High,2022,10,4,1373,Rainy
351,2022-05-13,Urban Slum,Makoko,3.73,117,22.31,6.43,6.0,4.0,2.0,12.0,High,2022,5,2,1228,Rainy
352,2022-05-17,Urban Slum,Makoko,6.63,88,20.22,7.09,3.0,4.0,6.0,13.0,High,2022,5,2,1232,Rainy
353,2022-05-20,Urban Slum,Makoko,3.84,82,23.62,6.93,1.0,1.0,2.0,4.0,Low,2022,5,2,1235,Rainy
354,2022-05-24,Urban Slum,Makoko,2.49,102,10.3,7.07,8.0,2.0,5.0,15.0,High,2022,5,2,1239,Rainy
355,2022-05-27,Urban Slum,Makoko,5.29,121,16.36,6.77,6.0,5.0,3.0,14.0,High,2022,5,2,1242,Rainy
356,2022-05-31,Urban Slum,Makoko,4.17,78,31.46,7.36,3.0,0.0,3.0,6.0,Medium,2022,5,2,1246,Rainy
357,2022-03-06,Urban Slum,Makoko,4.24,111,11.97,6.52,8.0,4.0,3.0,15.0,High,2022,3,1,1160,Dry
358,2022-07-06,Urban Slum,Makoko,4.32,125,25.22,6.79,3.0,3.0,4.0,10.0,High,2022,7,3,1282,Rainy
359,2022-10-06,Urban Slum,Makoko,4.09,109,22.69,6.99,6.0,4.0,5.0,15.0,High,2022,10,4,1374,Rainy
360,2022-06-14,Urban Slum,Makoko,4.1,102,20.37,7.09,5.0,3.0,2.0,10.0,High,2022,6,2,1260,Rainy
361,2022-06-17,Urban Slum,Makoko,3.44,108,20.18,7.07,7.0,4.0,6.0,17.0,High,2022,6,2,1263,Rainy
362,2022-06-21,Urban Slum,Makoko,3.69,86,24.4,6.77,3.0,4.0,3.0,10.0,High,2022,6,2,1267,Rainy
363,2022-06-24,Urban Slum,Makoko,3.14,112,25.51,7.01,9.0,5.0,3.0,17.0,High,2022,6,2,1270,Rainy
364,2022-06-28,Urban Slum,Makoko,6.04,91,20.7,6.79,5.0,1.0,3.0,9.0,Medium,2022,6,2,1274,Rainy
365,2022-01-07,Urban Slum,Makoko,5.05,101,17.84,7.18,7.0,1.0,5.0,13.0,High,2022,1,1,1102,Dry
366,2022-05-07,Urban Slum,Makoko,6.35,122,17.44,7.0,6.0,5.0,8.0,19.0,High,2022,5,2,1222,Rainy
367,2022-08-07,Urban Slum,Makoko,8.09,71,17.42,6.76,7.0,5.0,3.0,15.0,High,2022,8,3,1314,Rainy
368,2022-12-07,Urban Slum,Makoko,5.5,83,18.17,6.95,6.0,3.0,4.0,13.0,High,2022,12,4,1436,Dry
369,2022-07-15,Urban Slum,Makoko,5.74,95,14.31,6.55,7.0,4.0,3.0,14.0,High,2022,7,3,1291,Rainy
370,2022-07-19,Urban Slum,Makoko,4.06,136,22.59,6.65,7.0,1.0,4.0,12.0,High,2022,7,3,1295,Rainy
371,2022-07-22,Urban Slum,Makoko,1.62,106,18.64,7.09,5.0,2.0,5.0,12.0,High,2022,7,3,1298,Rainy
372,2022-07-26,Urban Slum,Makoko,4.77,93,18.37,6.7,3.0,3.0,4.0,10.0,High,2022,7,3,1302,Rainy
373,2022-07-29,Urban Slum,Makoko,6.04,59,15.57,6.7,5.0,1.0,5.0,11.0,High,2022,7,3,1305,Rainy
374,2022-02-08,Urban Slum,Makoko,4.9,92,26.14,6.44,6.0,5.0,3.0,14.0,High,2022,2,1,1134,Dry
375,2022-05-08,Urban Slum,Makoko,6.96,68,14.81,7.19,1.0,4.0,1.0,6.0,Medium,2022,5,2,1223,Rainy
376,2022-09-08,Urban Slum,Makoko,4.45,116,25.6,6.88,2.0,4.0,6.0,12.0,High,2022,9,3,1346,Rainy
377,2022-12-08,Urban Slum,Makoko,6.32,79,17.36,6.65,5.0,4.0,4.0,13.0,High,2022,12,4,1437,Dry
378,2022-08-16,Urban Slum,Makoko,3.93,98,19.3,6.84,13.0,4.0,3.0,20.0,High,2022,8,3,1323,Rainy
379,2022-08-19,Urban Slum,Makoko,5.24,123,16.96,6.5,5.0,6.0,3.0,14.0,High,2022,8,3,1326,Rainy
380,2022-08-23,Urban Slum,Makoko,5.77,131,14.29,6.68,8.0,4.0,11.0,23.0,High,2022,8,3,1330,Rainy
381,2022-08-26,Urban Slum,Makoko,1.65,137,20.31,6.31,6.0,5.0,1.0,12.0,High,2022,8,3,1333,Rainy
382,2022-08-30,Urban Slum,Makoko,4.41,84,16.2,6.68,5.0,1.0,3.0,9.0,Medium,2022,8,3,1337,Rainy
383,2022-02-09,Urban Slum,Makoko,3.53,135,22.76,6.52,9.0,9.0,3.0,21.0,High,2022,2,1,1135,Dry
384,2022-06-09,Urban Slum,Makoko,3.92,81,13.73,6.74,6.0,5.0,3.0,14.0,High,2022,6,2,1255,Rainy
385,2022-09-09,Urban Slum,Makoko,4.86,77,13.75,6.86,5.0,1.0,4.0,10.0,High,2022,9,3,1347,Rainy
386,2022-09-13,Urban Slum,Makoko,6.5,122,14.35,6.55,9.0,5.0,8.0,22.0,High,2022,9,3,1351,Rainy
387,2022-09-16,Urban Slum,Makoko,6.55,111,14.68,7.3,6.0,4.0,11.0,21.0,High,2022,9,3,1354,Rainy
388,2022-09-20,Urban Slum,Makoko,3.93,69,12.44,6.56,3.0,1.0,1.0,5.0,Medium,2022,9,3,1358,Rainy
389,2022-09-23,Urban Slum,Makoko,5.62,105,19.01,6.35,6.0,6.0,6.0,18.0,High,2022,9,3,1361,Rainy
390,2022-09-27,Urban Slum,Makoko,3.35,116,24.36,6.9,7.0,0.0,5.0,12.0,High,2022,9,3,1365,Rainy
391,2022-09-30,Urban Slum,Makoko,2.71,114,17.89,7.01,4.0,7.0,5.0,16.0,High,2022,9,3,1368,Rainy
392,2022-04-10,Urban Slum,Makoko,3.63,113,18.12,6.41,6.0,3.0,5.0,14.0,High,2022,4,2,1195,Rainy
393,2022-07-10,Urban Slum,Makoko,4.99,77,15.68,6.67,3.0,3.0,2.0,8.0,Medium,2022,7,3,1286,Rainy
394,2022-11-10,Urban Slum,Makoko,4.05,88,29.36,6.54,1.0,6.0,4.0,11.0,High,2022,11,4,1409,Dry
396,2022-10-18,Urban Slum,Makoko,4.93,104,28.46,7.26,5.0,1.0,3.0,9.0,Medium,2022,10,4,1386,Rainy
397,2022-10-21,Urban Slum,Makoko,4.38,110,14.61,6.61,5.0,4.0,5.0,14.0,High,2022,10,4,1389,Rainy
398,2022-10-25,Urban Slum,Makoko,3.97,123,25.34,6.41,7.0,4.0,5.0,16.0,High,2022,10,4,1393,Rainy
399,2022-10-28,Urban Slum,Makoko,4.57,123,18.75,6.7,9.0,2.0,6.0,17.0,High,2022,10,4,1396,Rainy
401,2022-04-11,Urban Slum,Makoko,4.91,116,14.67,6.78,7.0,0.0,7.0,14.0,High,2022,4,2,1196,Rainy
402,2022-08-11,Urban Slum,Makoko,3.31,70,22.05,6.39,1.0,5.0,1.0,7.0,Medium,2022,8,3,1318,Rainy
403,2022-11-11,Urban Slum,Makoko,4.58,99,17.92,6.55,9.0,7.0,6.0,22.0,High,2022,11,4,1410,Dry
404,2022-11-15,Urban Slum,Makoko,6.71,107,21.55,6.46,5.0,4.0,7.0,16.0,High,2022,11,4,1414,Dry
405,2022-11-18,Urban Slum,Makoko,5.53,109,11.85,6.97,3.0,6.0,1.0,10.0,High,2022,11,4,1417,Dry
406,2022-11-22,Urban Slum,Makoko,7.93,113,27.68,6.98,5.0,5.0,4.0,14.0,High,2022,11,4,1421,Dry
408,2022-11-29,Urban Slum,Makoko,3.11,117,19.78,7.13,7.0,5.0,6.0,18.0,High,2022,11,4,1428,Dry
409,2022-02-12,Urban Slum,Makoko,4.28,99,26.71,6.22,5.0,4.0,7.0,16.0,High,2022,2,1,1138,Dry
410,2022-06-12,Urban Slum,Makoko,4.25,100,17.65,7.26,8.0,3.0,5.0,16.0,High,2022,6,2,1258,Rainy
411,2022-09-12,Urban Slum,Makoko,7.85,97,25.43,6.81,6.0,3.0,7.0,16.0,High,2022,9,3,1350,Rainy
412,2022-12-13,Urban Slum,Makoko,8.64,88,30.44,6.67,10.0,5.0,6.0,21.0,High,2022,12,4,1442,Dry
413,2022-12-16,Urban Slum,Makoko,2.56,66,30.13,7.42,3.0,2.0,5.0,10.0,High,2022,12,4,1445,Dry
414,2022-12-20,Urban Slum,Makoko,4.61,105,15.33,6.5,3.0,2.0,2.0,7.0,Medium,2022,12,4,1449,Dry
415,2022-12-23,Urban Slum,Makoko,2.12,70,21.68,6.58,3.0,3.0,5.0,11.0,High,2022,12,4,1452,Dry
416,2022-12-27,Urban Slum,Makoko,6.08,136,19.58,6.99,10.0,2.0,6.0,18.0,High,2022,12,4,1456,Dry
417,2022-12-30,Urban Slum,Makoko,5.72,94,19.19,7.01,8.0,0.0,4.0,12.0,High,2022,12,4,1459,Dry
418,2023-03-01,Urban Slum,Makoko,6.61,120,24.32,6.8,4.0,4.0,4.0,12.0,High,2023,3,1,1520,Dry
